id,modulo,pergunta,opcoes,correta,comentario
T706,Módulo VIII – Braquiterapia,A finalidade de um balão multilúmen para braquiterapia de mama é ______.,Avaliar de canais adicionais no caso de bloqueio|Evitar a possibilidade de liberar o tratamento com balões rompidos|Providenciar o formato de dose usando diferentes padrões de carregamento em diferentes canais|Facilitar a inserção ou remoção de balões|Reduzir o tempo de tratamento,Avaliar de canais adicionais no caso de bloqueio,"Comentários: Comparado a um balão de lúmen único, que depositará a dose isotropicamente da única fonte, um balão multi-lúmen pode ser usado para conformar a dose para cavidades de tamanho irregular."
T707,Módulo VIII – Braquiterapia,O profissional que prepara o equipamento de HDR deverá ser:,Um empregado do hospital|Um físico certificado|Um médico radio-oncologista qualificado|Incluído na licença de material radioativo|Um professional especialmente treinado para materiais radioativos,Um empregado do hospital,
T708,Módulo VIII – Braquiterapia,Se a taxa de kerma a 2 metros de uma fonte de braquiterapia é 1pGyh a intensidade de fonte é _______ .,0.25 U|0.5 U|1U|2U|4U,0.25 U,"Comentários: AAPM recomendou a quantidade de ""Intensidade do kerma de ar “ para a especificação da força da fonte braquiterapia. A  resistência do kerma de ar  é definida como o produto da taxa de kerma de ar  e o quadrado da distância do ponto de calibração do centro de origem ao longo do bisetor perpendicular: Sk = K1 x l2 SK : Intensidade do kerma de ar na unidade de U (Gy m2 h-1 ) K: é a taxa de kerma de ar (pGy h-1) a uma distância especificada l(m). A intensidade do kerma de ar desta fonte brachy é de 1 μGy h-1 x (2m)2 = 4 μ Gy m2 h-1 = 4U."
T709,Módulo VIII – Braquiterapia,"Uma semente de Ir192 é equivalente a ____ mg-Ra eq (Constante de taxa de exposição Ra226 : 8,25 R-cm2/mg-h; Ir192 4.69 R-cm2/mg-h)","0,568|1,136|1,749|3,518|5,277","0,568","Comentários: Por definição, eu mg-Ra eq dá 8,25 R/h em 1cm.  Com base na constante  taxa de exposição acima, 1 mCi 192Ir dá 4,69 R/h a l cm, portanto:Equivalente à massa de rádio = 4,69/8,25 mg-Ra eq = 0,568 mg-Ra eq"
T710,Módulo VIII – Braquiterapia,Um radionuclídeo com alta atividade específica é preferível para braquiterapia porque ele tem a vantagem de _______ .,Menor tamanho de fonte|Alta constate de taxa de exposição|Alta constante de kerma no ar|Menor meia vida|Menor camada semi-redutora,Menor tamanho de fonte,Comentários: Atividade específica é atividade por unidade de massa (mCi/g).  Uma atividade específica elevada permite a fabricação de pequenas fontes necessárias para alguns aplicadores especiais.
T711,Módulo VIII – Braquiterapia,"Uma paciente recebeu uma série idêntica de tratamentos HDR. No primeiro plano foi liberado 5Gy/fração sendo que a fonte estava com a atividade de 10 Ci. O tempo de tratamento foi 100 segundos. Depois de algumas frações, o radio-oncologista reduziu a dose para 4 Gy/fração mantendo a distribuição relativa imutável. A fonte havia decaído para 8 Ci. Qual o tempo correto para esta prescrição.",80 seg|92 seg|100 seg|112 seg|125 seg,100 seg,"Comentários: Para uma distribuição de origem inalterada, a dose será proporcional à atividade acumulada  (CE), que é simplesmente o produto da atividade e do tempo.  Para 5 Gy calculamos. CE = 10 Ci x 100 seg = 1000 Ci-se. Para reduzir a dose para 4 Gy,  precisamos  reduzir o CE em 20%: 8 Ci x 100 seg = 800 Ci-se."
T712,Módulo VIII – Braquiterapia,A unidade no S.I. para atividade da fonte é ________ .,Curie|Becquerel|Intensidade do kerma no ar|Pion|Kerma,Curie,
T713,Módulo VIII – Braquiterapia,Qual a dose que o paciente vai receber 100 dias após o implante?,100 Gy|90 Gy|85 Gy|80 Gy|75 Gy,100 Gy,"Comentários: Dos núcleos iniciais, metade decai durante a primeira metade da vida e 25% de decadência durante o segundo semestre.  Portanto, o paciente receberá um adicional de 50% da dose entregue durante a primeira meia-vida, ou 25 Giros.  Dose após 2 HLs = 50 Gy + 25 Gy = 75 Gy."
T714,Módulo VIII – Braquiterapia,Qual a dose total o paciente receberá para este implante?,90 Gy|100 Gy|110 Gy|144 Gy|Isto não poder ser determinado com as informações dadas,90 Gy,"Comentários: Metade da dose total é entregue durante a primeira metade da vida.  A metade restante, 50 Gy, será entregue durante a decadência total subsequente."
T715,Módulo VIII – Braquiterapia,Os testes de controle de qualidade de HDR incluem ______ .,Determinação da intensidade da fonte|Precisão no posicionamento da fonte|Linearidade da dose/Precisão de tempo|Teste de limpeza do pacote|Todas acima são verdadeiras,Determinação da intensidade da fonte,"Comentários: Estes testes são especificados em AAPM TG-41, TG-56 e NRC 10 CFR parte 35."
T716,Módulo VIII – Braquiterapia,"Para o tratamento de HDR usando um aplicador tandem de titânio e ovóide, sugere-se que o planejamento seja feito por meio de ressonâncias magnéticas para melhor delinear o tumor. Qual dos seguintes está correto?","O plano pode ser feito a partir de uma ressonância magnética, usando o mesmo aplicador.|O plano pode ser feito a partir de uma ressonância magnética, mas deve ser usado um aplicador não metálico.|O mesmo aplicador pode ser usado, mas uma tomografia computadorizada adicional deve ser adquirida para calcular as correções de não homogeneidade.|Um aplicador não metálico deve ser usado e, além da RM, uma tomografia computadorizada também deve ser adquirida para calcular as correções de não homogeneidade.","O plano pode ser feito a partir de uma ressonância magnética, usando o mesmo aplicador.","Comentários: Os aplicadores de titânio são compatíveis com CT/Ressonância Magnética e estão disponíveis em diversos fornecedores de equipamentos de braquiterapia e, como tal, permitem ambas as modalidades de tomografia.  O padrão atual de cálculo da dose em torno das fontes de braquiterapia baseia-se no formalismo AAPM TG-43, que gera a dose em um meio de água homogêneo. Não são realizadas correções de heterogeneidade."
T717,Módulo VIII – Braquiterapia,A especificação para a intensidade da semente de braquiterapia é dada em termos de força de kerma no ar. As unidades corretas são _____.,Ci|mg Ra-eq|mCi|μGy m2/h|Gy/h,Ci,
T718,Módulo VIII – Braquiterapia,"Uma fonte de braquiterapia que emite um único raio gama por decaimento tem meia-vida (t1/2), energia gama média (E) e atividade (A). A taxa de dose no ar a 5 cm de distância desta fonte depende de _____.","apenas a meia-vida|apenas a atividade|apenas a energia|tanto da meia-vida quanto a atividade, mas não a energia|tanto da atividade quanto a energia, mas não a meia-vida",apenas a meia-vida,"Comentários: KERMA significa energia cinética liberada por massa unitária.   A dose é absorvida por massa unitária.   Portanto, a unidade Gy é a mesma para ambos.  Para a força da fonte, estamos procurando a taxa a uma distância especificada. Aqui, é por hora a um metro."
T719,Módulo VIII – Braquiterapia,Por que a dose prescrita para um implante de braquiterapia permanente Pd-103 geralmente é menor do que para o I-125?,"Pd tem uma meia-vida mais longa e, portanto, o tempo de tratamento efetivo é maior.|Pd tem uma meia-vida mais curta e, portanto, o fator tempo-dose é maior.|Pd tem uma energia mais baixa, então a dose é mais conforme.|Pd tem uma energia mais alta, então uma dose menor é mais eficaz.|A dose prescrita para Pd-103 é geralmente maior do que para I-125.","Pd tem uma meia-vida mais longa e, portanto, o tempo de tratamento efetivo é maior.","Comentários: A meia-vida de Pd-103 é de apenas 17 dias, enquanto a meia-vida da I-125 é de 60 dias.  Assim, a dose total para Pd-103 é entregue em um período mais curto de tempo, o que significa menos reparação tecidual e, portanto, maior eficácia, mesmo para uma dose menor prescrita."
T720,Módulo VIII – Braquiterapia,"Um lote de 90 sementes de I-125 totaliza 50 mCi. Qual é a força do kerma no ar por semente I-125? Nota: 1 U = 0,787 mCi para I-125.","0,7 U|1,0 U|1,3 U|1,5 U|2,0 U","0,7 U","Comentário: 50 mCi / 90 sementes x 1 U / 0,787 mCi = 0,7 U / semente."
T721,Módulo VIII – Braquiterapia,"De acordo com o AAPM Task Group 128, qual dos seguintes testes de QA deve ser realizado anualmente para o sistema de ultrassom usado para braquiterapia de próstata?",alinhamento do modelo de agulha|resolução axial e lateral|visibilidade em tons de cinza|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,resolução axial e lateral,"Comentários: O relatório da AAPM TG-128 sobre testes de garantia de qualidade para sistemas de ultrassom de braquiterapia de próstata foi divulgado em 2008.  O alinhamento do modelo da agulha deve estar dentro de 3 mm, a resolução axial e lateral deve estar dentro de 1 mm da linha de base, e a visibilidade em escala de cinza deve estar dentro de 2 etapas, ou 10%, da linha de base."
T722,Módulo VIII – Braquiterapia,"De acordo com o Padrão Técnico ACR-AAPM para o Desempenho da Física de Braquiterapia de Alta Taxa de Dose, após uma troca de fonte HDR, a atividade da fonte deve ser verificada para estar dentro de _____ do certificado do fabricante. R. 0,1%","0,5%|1%|3%|5%","0,5%","Comentários: O documento de 2015 descreve todo o processo HDR, incluindo detalhes sobre o programa de garantia de qualidade adequado, do qual, a calibração do HDR lacrado faz parte."
T723,Módulo VIII – Braquiterapia,"De acordo com o ACR e o AAPM, qual é o desvio máximo permitido entre as posições de permanência medidas e pretendidas no aplicador e o espaçamento do tamanho do passo entre as posições de permanência para HDR?","0,1 mm|0,5 mm|1,0 mm|2,0 mm|5,0 mm","0,1 mm","Comentários: De acordo com as normas técnicas acr-AAPM conjuntas, um físico médico qualificado pode usar um autordiograma ou outro método adequado para fazer esta medição antes do primeiro uso do pós-carregamento remoto em cada dia dado."
T724,Módulo VIII – Braquiterapia,"Antes da segunda fração de um caso de cilindro vaginal, a fonte HDR foi alterada para uma atividade mais alta. Ao entregar a segunda fração, _____.",a dose aumenta e o tempo aumenta|a dose permanece a mesma e o tempo aumenta|a dose diminui e o tempo diminui|a dose permanece a mesma e o tempo diminui,a dose aumenta e o tempo aumenta,"Comentários: Câmaras de poço calibradas por um Laboratório de Calibração de Dosimetria Credenciada (ADCL) podem ser usadas para medir fontes LDR, HDR e beta."
T725,Módulo VIII – Braquiterapia,As sementes radioativas para um implante de próstata devem ser calibradas usando _____.,uma câmara de poço|uma Câmara do farmer  a 10 cm no ar|uma Câmara do farmer  a 1 cm de água|filme radiocrômico|filme radiográfico,uma câmara de poço,"Comentários: Câmaras de poço calibradas por um Laboratório de Calibração de Dosimetria Credenciada (ADCL) podem ser usadas para medir fontes LDR, HDR e beta."
T726,Módulo VIII – Braquiterapia,"De acordo com o NRC e o AAPM Task Group 59, as verificações diárias de braquiterapia de alta taxa de dose com pós-carregador remoto incluem todos os itens a seguir, exceto _____.",precisão temporal|precisão de posicionamento da fonte|travas de porta|medição de saída da fonte|Todas essas opções são testes diários para braquiterapia de alta taxa de dose.,precisão temporal,"Comentários: Bem, as medições da câmara poço são necessárias anualmente ou quando uma fonte é trocada.  A saída da fonte deve ser verificada diariamente no sistema de planejamento de tratamento versus uma tabela de decomposição."
T727,Módulo VIII – Braquiterapia,"Duas pacientes estão sendo tratadas com um pós-carregador de alta taxa de dose usando cilindros vaginais. A dose prescrita, o comprimento do tratamento (ou seja, o número de posições de permanência) e a profundidade alvo de 0,5 cm da superfície do cilindro são os mesmos para ambos. O paciente A é tratado com um cilindro de 2,5 cm de diâmetro e o paciente B é tratado com um cilindro de 3,5 cm de diâmetro. Quando comparado ao paciente A, o tempo de tratamento para o paciente B será _____ e a dose na superfície do cilindro será _____",mais curto; mais baixo|mais curto; superior|mais curto; inalterado|maior; mais baixo|maior; superior,mais curto; mais baixo,"Comentários: Para uma fonte de linha, a taxa de dose em um ponto próximo à fonte é aproximadamente inversamente proporcional à distância da fonte.  O ponto de prescrição para o paciente B está mais distante da fonte do que o ponto de prescrição para o paciente A, portanto requer um tempo de tratamento mais longo.  Uma vez que, para o paciente B, a distância do ponto de prescrição para a fonte é maior, a dose de queda da superfície do cilindro para o ponto de prescrição é menor (ou seja, dose cair de 1,75   cm a 2,25 cm para o paciente B é menor que a dose de queda de 1,25 cm para 1,75 cm para o paciente A). Portanto, para a mesma dose prescrita a 0,5 cm de profundidade da superfície do cilindro, a dose na superfície do cilindro para o paciente B é menor."
T728,Módulo VIII – Braquiterapia,"Um implante de semente permanente é realizado usando um isótopo com meia-vida de 20 dias. A taxa de dose inicial para o alvo é determinada em 0,1 Gy/h. Após a deterioração completa, que dose total esse paciente receberá (para o Gy mais próximo)?",48 Gy|69 Gy|80 Gy|91 Gy|102 Gy,48 Gy,"Comentários: A dose total é calculada como taxa de dose inicial vezes a vida média. A vida média é de 1,44 • meia-vida. Dose = 0,1 Gy/h x 24 horas/dia x 20 dias x 1,44 = 69,1 Gy."
T729,Módulo VIII – Braquiterapia,"Um implante de semente permanente é realizado usando um isótopo com meia-vida de 20 dias. Que porcentagem da dose total o paciente recebeu 60 dias após a realização do implante? R. 50,0%","69,3%|75,0%|87,5%|95,2%","69,3%","Comentários: Para este isótopo, 60 dias são 3 meias vidas. A atividade restante após 3 meias-vidas é: (0,5)3 = 12,5% ou e-0,693 (60/20) = 12,5%. Este means que 87,5% do material radioativo inicial tem deteriorado, o paciente já recebeu 87,5% da dose total."
T730,Módulo VIII – Braquiterapia,"Durante um tratamento de HDR, qual dos seguintes profissionais deve estar presente?",radio-oncologista da prescrição|Técnico de radioterapia|residente de radio-oncologia|físico médico qualificado|enfermeira oncológica,físico médico qualificado,"Comentários: Um oncologista de radiação deve estar presente, mas não necessariamente ser o prescritor. O físico médico qualificado deve estar lá também.  Dependendo da instituição, um radioaterapeuta pode estar lá, mas um oncologista de radiação pode operar o pós-carregamento."
T731,Módulo VIII – Braquiterapia,"Para os primeiros 5 cm, a queda de dose com a distância na água de uma fonte pontual segue a lei do inverso do quadrado (1/r2) para todos os seguintes isótopos, exceto _____.",137Cs|192Ir|198 Au|60Co|103Pd,137Cs,"Comentários: Para 137Cs, 192Ir, 192Au e 60Co, a uma distância de cerca de 5 cm da fonte, a atenuação dos fótons primários é muito compensada pela contribuição de fótons dispersos. Para 103Pd, e 125I, o componente de atenuação é maior do que a dispersão devido às suas energias de fótons baixas."
T732,Módulo VIII – Braquiterapia,"No AAPM Task Group 43, o fator de anisotropia, F(r, θ), é responsável pela dependência angular de _____.",apenas absorção de fótons no encapsulamento da fonte e no meio|apenas espalhamento de fótons no encapsulamento da fonte e no meio|absorção e espalhamento de fótons no encapsulamento da fonte e no meio|apenas absorção de fótons no encapsulamento da fonte|apenas espalhamento de fótons no encapsulamento da fonte,apenas absorção de fótons no encapsulamento da fonte e no meio,"Comentários: No TG-43, o fator anisotropia é responsável tanto pela absorção de fótons quanto pela dispersão no encapsulamento da fonte e no meio, com a correção quadrada inversa fatorada."
T733,Módulo VIII – Braquiterapia,A calibração de rotina das fontes de braquiterapia geralmente é realizada com um _____.,Câmara dedal|Câmara de ionização tipo poço|Diodo|OSLD|Câmara de ionização de ar livre,Câmara de ionização tipo poço,"Comentários: Uma câmara de ionização tipo poço é comumente usada para calibração de fontes de braquiterapia. As paredes da câmara cercam a fonte, aproximando-se de uma geometria de medição de 4s. Um titular de fonte é concebido para reproduzir a geometria da fonte em relação às paredes da câmara circundante. Para cada fonte de braquiterapia utilizada clinicamente, a câmara do tipo de poço deve ter um fator de calibração, que é obtido do NIST ou de uma ADCL com base em uma fonte calibrada do mesmo tipo."
T734,Módulo VIII – Braquiterapia,"Um tratamento de cilindro vaginal usando 192Ir é entregue em 400 segundos na segunda-feira. Se o paciente for tratado novamente na quinta-feira, o tempo para administrar a mesma dose será de _____.",388 s|400 s|411 s|423 s|Isso não pode ser determinado.,388 s,"Comentários: O tempo de entrega do tratamento aumentará para uma decadência exponencial. A meia-vida de 192Ir é de 74 dias. Cálculo direto mostra: t(3 dias depois) = t(segunda-feira) x 2 (3/74) = 400 x 2(3/74 s= 400 x 1,028 = 411 s. Pode-se também usar a regra de ouro de que l92Ir decai aproximadamente 1 % por dia. Três dias = 3% de decaimento. 400 x 1,03 = 412 s."
T735,Módulo VIII – Braquiterapia,"Em comparação com 125I para implantes de sementes de próstata, 103Pd tem _____.","maior dispersão das linhas de isodose, o que produz melhor cobertura|a necessidade de menos sementes por implante|menor tempo necessário pós-implante para observar as precauções de radiação|Todas as opções acima são verdadeiras.|Nenhuma das opções acima é verdadeira.","maior dispersão das linhas de isodose, o que produz melhor cobertura","Comentários: Uma meia-vida mais curta (17 dias para 103-Pd versus 59 dias para 125-I) significa que as fontes se deteriorarão mais rapidamente, e os pacientes precisarão observar precauções por um período mais curto de tempo.  103-Pd tem a vantagem biológica de uma maior taxa de dose inicial e um menor tempo total de tratamento."
T736,Módulo VIII – Braquiterapia,O medidor mais apropriado para encontrar sementes radioativas perdidas após um implante de semente de próstata é _____.,um medidor de nêutrons|um medidor de levantamento Geiger-Müller|um medidor de levantamento de câmara de ionização|um medidor de diodo|uma matriz de câmara deionização,um medidor de nêutrons,Comentários: Geiger-Müller são os melhores para detectar pequenas quantidades de material radioativo.
T737,Módulo VIII – Braquiterapia,A prescrição para o volume alvo 3D para braquiterapia em tandem e ovoide atenua o seguinte problema com a prescrição histórica de tratamento.,A prescrição do ponto A não leva em conta as variações anatômicas entre os pacientes.|Os tempos de tratamento eram muito longos ao usar a prescrição de tratamento histórica.|A preservação de órgãos em risco era impossível sem a definição de alvo 3D e órgão em risco.|A falta de homogeneidade da dose pode ser reduzida pela prescrição de um volume alvo 3D.|Nenhuma das opções acima é verdadeira.,A prescrição do ponto A não leva em conta as variações anatômicas entre os pacientes.,Comentários: Ponto A é definido como o ponto 2 cm superior do sistema uterino e 2 cm lateral do tandem. Essa definição não explica a diferente anatomia do paciente e pode resultar em sobre ou sub-dosagem do volume de destino. A prescrição para o volume alvo explica essas variações e produz doses mais consistentes ao alvo.
T738,Módulo VIII – Braquiterapia,_____ NÃO faz parte do controle de qualidade diário para unidades HDR.,Uma verificação de posicionamento da fonte|Um cálculo manual de decaimento da fonte|Uma medição de Intensidade da fonte|Funcionalidade do medidor de levantamento|Uma verificação da luz de advertência de radiação,Uma verificação de posicionamento da fonte,"Comentários: A Intensidade de fonte é medida apenas no momento da troca de fontes, que normalmente é uma vez a cada três meses para fontes de Ir-192."
T739,Módulo VIII – Braquiterapia,Qual das seguintes afirmações é VERDADEIRA em relação ao uso de TC versus RM para o planejamento do tratamento cervical HDR?,O formalismo AAPM TG-43 pode ser usado para calcular a dose em exames de RM ou TC.|A tomografia computadorizada provavelmente conterá distorções geométricas maiores.|A tomografia computadorizada facilita o contorno do alvo.|A tomografia computadorizada impõe requisitos mais rígidos ao material aplicador HDR.|Todas as afirmativas acima são verdadeiras.,O formalismo AAPM TG-43 pode ser usado para calcular a dose em exames de RM ou TC.,"Comentários: O formalismo AAPM TG-43 assume o meio homogêneo, portanto, o uso de ressonância magnética ou tomografia computadorizada para imagem não mudará o cálculo da dose."
T740,Módulo VIII – Braquiterapia,"Um paciente recebe um implante permanente usando um isótopo com meia-vida de 17 dias. Se a taxa de dose inicial for 0,25 Gy/h, a dose total é _____.",91 Gy|102 Gy|117 Gy|129 Gy|147 Gy,147 Gy,"Comentários: A dose total é calculada multiplicando-se a taxa de dose inicial (IDL) e a vida média do isótopo (Tavg)  = Tavg	T1/2 	x1,44. Portanto, 0,25 Gy/h x 1,44 x 17 d x 24 horas/1 dia = 147 Gy."
T741,Módulo VIII – Braquiterapia,A abordagem Paterson-Parker _____.,"não pode ser usado com137Cs, pois a energia deste isótopo é muito alta|não pode ser usado com 137Cs, pois a meia-vida desse isótopo é muito longa|não pode ser usado com 125I, pois a energia deste isótopo é muito baixa|explica as correções de não homogeneidade|é útil para HDR, mas não para LDR, cálculos de dose","não pode ser usado com137Cs, pois a energia deste isótopo é muito alta",Comentários: Paterson-Parker  tabelas podem ser usados para  isótopos cujas energias são razoavelmente próximas à de 226-Ra.
T742,Módulo VIII – Braquiterapia,"As diferenças no projeto da fonte ativa para sementes 125I afetam todos os parâmetros a seguir, EXCETO _____.",função de dose radial|constante da taxa de kerma no ar|constante de decaimento|função de anisotropia|Todos os itens acima dependem do design da semente.,função de dose radial,"Comentários: A constante de decomposição depende apenas do isótopo radioativo, não do desenho da fonte"
T743,Módulo VIII – Braquiterapia,Qual das seguintes afirmações sobre uma TC pós-implante para avaliação de um implante de próstata está correta?,"A varredura deve ser realizada no prazo de um dia após o implante.|Desde que o número de sementes no escaneamento esteja de acordo com o plano de tratamento, a qualidade do implante é suficiente.|A radiação das fontes podem degradar a qualidade da tomografia computadorizada.|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.",A varredura deve ser realizada no prazo de um dia após o implante.,"Comentários: A verificação de avaliação geralmente é realizada 30 dias após o implante, uma vez que o edema causado pelo trauma na próstata do implante provavelmente subestimaria os índices dosimétricos."
T744,Módulo VIII – Braquiterapia,A braquiterapia intravascular é frequentemente usada _____.,em situações de emergência para abrir artérias coronárias bloqueadas|em ambientes não emergentes para tratar artérias bloqueadas após falha de stents farmacológicos|durante a cirurgia de coração aberto para irradiar o leito cirúrgico|para tratar a taquicardia supraventricular|Nenhuma das opções acima é verdadeira.,em situações de emergência para abrir artérias coronárias bloqueadas,
T745,Módulo VIII – Braquiterapia,"Todas as tecnologias a seguir estão disponíveis para administração de radioterapia intraoperatória (IORT), exceto _____.",Braquiterapia HDR|um dispositivo IORT de raios-x de baixo kV|braquiterapia eletrônica de raios-x de baixo kV|radioterapia com elétrons intraoperatória com aceleradores lineares,Braquiterapia HDR,"Comentários: O objetivo da radioterapia intraoperatória (IORT) é fornecer uma única dose alta de radiação no momento da cirurgia para melhorar o controle do tumor. Para o HDR IORT, os aplicadores de superfície são colocados em pacientes e têm tubos-guia através dos quais a fonte HDR viaja. Um exemplo é o aplicador HAM. Existem dois dispositivos de raios-X de baixa kV atualmente usados para IORT, embora esses dois sistemas compartilhem semelhanças na forma como os raios-X são produzidos. Um dispositivo acelera um feixe de elétrons até a extremidade de um tubo onde atinge um alvo dourado, com aplicadores esféricos ou planos ligados ao polo de origem. O outro sistema de raios-X de baixa kV usa um tubo de raios-X em miniatura em um cateter refrigerado à água, e é classificado como braquiterapia eletrônica. Radioterapia com elétrons intraoperatória (IOERT) usa feixes de elétrons produzidos a partir de um linac móvel. A energia de fótons MV é muito alta para IORT."
T746,Módulo VIII – Braquiterapia,"Um tratamento com cilindro vaginal foi planejado para fornecer 600 cGy a 0,5 cm no tecido vaginal usando um cilindro de 2,6 cm de diâmetro. No entanto, um cilindro de 3,0 cm de diâmetro foi utilizado para o tratamento. Qual é a dose administrada a um ponto de 0,5 cm no tecido vaginal em um local no centro do comprimento do cilindro?",486 cGy|540 cGy|600 cGy|667 cGy|741 cGy,486 cGy,
T747,Módulo VIII – Braquiterapia,Há uma indicação visual _____ de que uma fonte HDR deixou seu alojamento e está passando pelos tubos de transferência e aplicador.,na própria unidade de pós-carregador HDR|no console de controle fora da sala de tratamento|nas paredes ou porta da sala de tratamento|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,na própria unidade de pós-carregador HDR,"Comentários: De acordo com o NRC 10 CFR Parte 35.647, antes de cada dia de uso, as luzes indicadoras de exposição de origem na unidade de pós-carregamento remoto, no console de controle e na instalação devem ser todas verificadas para a funcionalidade adequada."
